SITE_ID,YEAR,VISIT_NO,DATE_COL,LOC_NAME,LAT_DD83,LON_DD83,HUC8
FW08NJ009,2008,1,8-Jul-08,Delaware River near Wash Crossing,40.33695516,-74.93851447,2040105
FW08NJ015,2008,1,18-Jul-08,Unknown,41.11045859,-74.84292471,2040105
FW08NJ019,2008,1,25-Jul-08,Masonicus Brook,41.09547258,-74.1483308,2030103
FW08NJ021,2008,1,27-Jul-08,Unnamed,40.62461827,-74.47443725,2030105
FW08NJ002,2008,2,11-Oct-08,Pophandusing Brook,40.81493935,-75.04027188,2040105
FW08MT031,2008,1,15-Sep-08,Missouri River,47.41435002,-111.4986355,10030102
FW08NH005,2008,1,19-Aug-08,Connecticut River at Monroe,44.24308442,-72.04818386,1080103
FW08NH005,2008,2,25-Sep-08,Connecticut River at Monroe,44.24308442,-72.04818386,1080103
FW08NH007,2008,1,4-Sep-08,Connecticut River at Walpole,43.0680746,-72.44870162,1080107
FW08NH007,2008,2,24-Sep-08,Connecticut River at Walpole,43.0680746,-72.44870162,1080107
FW08NH011,2008,1,16-Jul-08,Connecticut River at Claremont,43.35117982,-72.3934385,1080106
FW08NH014,2008,1,10-Jul-08,Merrimack River at Franklin,43.4326433,-71.65002274,1070006
FW08NH016,2008,1,3-Sep-08,Connecticut River at Hinsdale,42.84932272,-72.55308874,1080107
FW08NH018,2008,1,7-Aug-08,Contoocook River,43.25604265,-71.62249548,1070003
FW08NH020,2008,1,21-Aug-08,Connecticut River at Haverhill,44.87331461,-71.52951972,1080101
FW08NH009,2008,1,20-Aug-08,Connecticut River at Lyme,43.86580883,-72.17822251,1080104
FW08NH010,2008,1,8-Jul-08,Merrimack River,43.19317288,-71.52350519,1070006
FW08NH017,2008,1,14-Jul-08,Connecticut River at Cornish,43.4303027,-72.39500794,1080106
FW08AR010,2008,1,10-Sep-08,Lower Mississippi River,35.62598092,-89.87932863,8010100
FW08AR067,2008,1,13-Aug-08,Lower Mississippi River,34.01733467,-90.98794483,8020100
FW08AR078,2008,1,25-Aug-08,Lower Mississippi River,34.73421624,-90.45759671,8020100
FW08AR087,2008,1,30-Jul-08,Lower Mississippi River,33.71397906,-91.15474059,8030100
FW08AR205,2008,1,28-Jul-08,Lower Mississippi River,33.32053452,-91.16848524,8030100
FW08KY097,2008,1,13-Jul-08,Lower Mississippi River,36.53474414,-89.46723264,8010100
FW08AR274,2008,1,28-Aug-08,Lower Mississippi River,34.96117098,-90.27260038,8010100
FW08MO086,2008,1,30-Sep-08,Lower Mississippi River,36.02181179,-89.69352794,8010100
FW08MO102,2008,1,16-Jul-08,Lower Mississippi River,36.56169695,-89.3961785,8010100
FW08MO150,2008,1,2-Oct-08,Lower Mississippi River,36.1698759,-89.61057832,8010100
FW08MS019,2008,1,12-Aug-08,Lower Mississippi River,34.37092473,-90.67842061,8020100
FW08MS083,2008,1,10-Aug-08,Lower Mississippi River,33.77590079,-91.07395446,8030100
FW08MS094,2008,1,31-Jul-08,Lower Mississippi River,33.43218542,-91.12302718,8030100
FW08MO214,2008,1,17-Jul-08,Lower Mississippi River,36.911591,-89.11591123,8010100
FW08MS127,2008,1,24-Aug-08,Lower Mississippi River,34.60597716,-90.58244291,8020100
FW08MS139,2008,1,26-Aug-08,Lower Mississippi River,34.77068524,-90.4627042,8020100
FW08MS147,2008,1,29-Jul-08,Lower Mississippi River,33.62006942,-91.13442836,8030100
FW08MS191,2008,1,14-Aug-08,Lower Mississippi River,34.18554105,-90.87650411,8020100
FW08MS203,2008,1,27-Aug-08,Lower Mississippi River,34.8872436,-90.28323188,8020100
FW08MS211,2008,1,11-Aug-08,Lower Mississippi River,33.86708357,-91.06412598,8020100
FW08MS238,2008,1,27-Jul-08,Lower Mississippi River,33.10874435,-91.15072412,8030100
FW08TN017,2008,1,29-Sep-08,Lower Mississippi River,36.24612926,-89.64035055,8010100
FW08TN049,2008,1,1-Oct-08,Lower Mississippi River,36.07296666,-89.68023958,8010100
FW08TN081,2008,1,15-Jul-08,Lower Mississippi River,36.47289932,-89.43740835,8010100
FW08TN085,2008,1,9-Sep-08,Lower Mississippi River,35.21967274,-90.07277878,8010100
FW08TN097,2008,1,11-Sep-08,Lower Mississippi River,35.67627519,-89.93772529,8010100
FW08TN177,2008,1,28-Sep-08,Lower Mississippi River,35.78381422,-89.76311537,8010100
FW08TN261,2008,1,8-Sep-08,Lower Mississippi River,35.14750379,-90.0654729,8010100
FW08TN285,2008,1,7-Sep-08,Lower Mississippi River,35.02163505,-90.23656473,8010100
FW08MA001,2008,1,11-Jul-08,Stop River,42.09049853,-71.29759953,1090001
FW08MA001,2008,2,16-Oct-08,Stop River,42.09049853,-71.29759953,1090001
FW08MA002,2008,1,7-Aug-08,Taunton River,41.96178808,-70.91978479,1090004
FW08MA002,2008,2,14-Oct-08,Taunton River,41.96178808,-70.91978479,1090004
FW08MA004,2008,1,20-Jul-08,Millers River,42.63170751,-72.12900344,1080202
FW08MA004,2008,2,15-Oct-08,Millers River,42.63170751,-72.12900344,1080202
FW08MA006,2008,1,6-Aug-08,Taunton River,41.87493747,-71.09397285,1090004
FW08MA007,2008,1,23-Jul-08,Merrimack River,42.81380731,-71.00100494,1070006
FW08MA013,2008,1,17-Jul-08,Chickopee River,42.15883734,-72.5766574,1080204
FW08MA017,2008,1,15-Jul-08,Connecticut River,42.20402467,-72.59054238,1080201
FW08MA018,2008,1,8-Aug-08,Taunton River,41.95755558,-70.93360953,1090004
FW08RNY9004,2008,1,27-Sep-08,Hudson River,43.25190207,-73.83515964,2020003
FW08RNY9005,2008,1,9-Oct-08,Oswegatchie River,44.29784965,-75.35973487,4150302
FW08RNY9007,2008,1,28-Sep-08,Sacandaga River,43.23095631,-74.18652878,2020002
FW08NY064,2008,1,14-Sep-08,Chadakoin River,42.11546943,-79.26637037,5010002
FW08NY034,2008,1,23-Sep-08,Seneca River,43.13766805,-76.29551055,4140201
FW08NY030,2008,1,16-Sep-08,Olean Creek,42.08065107,-78.42363433,5010001
FW08NY002,2008,1,3-Sep-08,Barton Brook,44.58850577,-74.80835367,4150306
FW08NY002,2008,2,8-Oct-08,Barton Brook,44.58850577,-74.80835367,4150306
FW08NY003,2008,1,7-Aug-08,Munger Brook,42.96006993,-75.78860842,4140202
FW08NY004,2008,1,30-Aug-08,Kennon Brook,44.73815363,-73.47659672,2010008
FW08NY008,2008,1,1-Aug-08,Tackawasick Creek,42.60527812,-73.47988246,2020006
FW08NY014,2008,1,31-Aug-08,Jordan River,44.31879193,-74.52344171,4150305
FW08NY015,2008,1,3-Aug-08,Cole Brook,42.50112044,-74.43890932,2020005
FW08NY016,2008,1,29-Jul-08,Sprout Creek,41.56286652,-73.84559791,2020008
FW08NY019,2008,2,5-Oct-08,Chemung River,42.14603326,-77.05408537,2050105
FW08NY017,2008,1,30-Sep-08,Chenango River,42.42297023,-75.63217324,2050102
FW08NY019,2008,1,2-Oct-08,Chemung River,42.14603326,-77.05408537,2050105
FW08KY209,2008,1,14-Jul-08,Lower Mississippi River,36.60870194,-89.3058315,8010100
FW08NY018,2008,1,6-Aug-08,Unnamed,42.93689353,-76.61918112,4140201
FW08NY017,2008,2,8-Oct-08,Chenango River,42.42297023,-75.63217324,2050102
FW08NY022,2008,1,5-Aug-08,Unknown,43.00710742,-76.68105171,4140201
FW08NY021,2008,1,29-Sep-08,Mohawk River,42.82852399,-73.98933424,2020004
FW08NY023,2008,1,25-Sep-08,Chenango River,42.16144049,-75.85677759,2050102
FW08NY024,2008,1,2-Sep-08,Little Trout River,44.86450288,-74.12799793,4150307
FW08NY025,2008,1,30-Sep-08,Hudson River,43.24865985,-73.74076924,2020003
FW08NY027,2008,1,7-Oct-08,Indian River,44.25928066,-75.76742933,4150303
FW08NY028,2008,1,23-Sep-08,Hudson River,42.47413071,-73.78702077,2020006
FW08NY032,2008,1,15-Sep-08,Allegheney River,42.06590517,-78.46921921,5010001
FW08NY035,2008,1,26-Sep-08,Susquehanna River,42.02895573,-76.39830557,2050103
FW08NY037,2008,1,25-Sep-08,Mohawk River,42.93557536,-74.19444996,2020004
FW08NY039,2008,1,7-Oct-08,Chenango,42.34775323,-75.69644417,2050102
FW08NY040,2008,1,1-Oct-08,Hudson River,43.25552804,-73.58640123,2020003
FW08NY041,2008,1,28-Aug-08,Unnamed,43.53157897,-74.55172988,2020001
FW08NY042,2008,1,4-Oct-08,Genesee River,42.85984433,-77.84330995,4130003
FW08NY050,2008,1,6-Oct-08,Oswego River,43.3045003,-76.39769929,4140203
FW08NY044,2008,1,26-Aug-08,Hudson River,42.05575562,-73.9319509,2020006
FW08NY065,2008,1,8-Sep-08,Unnamed,42.90824199,-75.47830277,2020004
FW08NY066,2008,1,9-Sep-08,Unnamed,43.01566804,-76.85463864,4140201
FW08NY077,2008,1,4-Oct-08,Unnamed,42.74126609,-76.47440336,4140201
FW08CT009,2008,1,13-Aug-08,Mattabessett River,41.63414725,-72.74883502,1080205
FW08CT020,2008,1,14-Aug-08,Housatonic River,41.57492863,-73.41535386,1100005
FW08ME001,2008,1,19-Aug-08,Logan Brook,45.94507318,-69.84798955,1020001
FW08ME001,2008,2,9-Sep-08,Logan Brook,45.94507318,-69.84798955,1020001
FW08ME002,2008,1,27-Aug-08,Petite Brook,47.16990604,-68.90735581,1010001
FW08ME002,2008,2,10-Sep-08,Petite Brook,47.16990604,-68.90735581,1010001
FW08ME003,2008,1,20-Sep-08,Kennebunk River,43.43990417,-70.55629768,1060003
FW08ME004,2008,1,16-Sep-08,Orbeton Stream,44.89177673,-70.38442132,1030003
FW08ME005,2008,1,22-Aug-08,Kenduskeag Stream,44.9603277,-68.99696306,1020005
FW08ME005,2008,2,8-Sep-08,Kenduskeag Stream,44.9603277,-68.99696306,1020005
FW08ME006,2008,1,28-Aug-08,Greenleaf Brook,45.88455729,-67.86175972,1050001
FW08ME007,2008,1,3-Sep-08,Churchill Stream,45.69043623,-70.0993017,1030001
FW08ME008,2008,1,20-Aug-08,Snare Brook,46.43544151,-69.43808234,1010002
FW08ME009,2008,1,29-Aug-08,Tributary to St. John River,46.63770296,-67.79620541,1010005
FW08ME010,2008,1,25-Aug-08,Aegan Brook,47.11115563,-69.01443914,1010001
FW08ME011,2008,1,2-Sep-08,Higgins Brook,44.9834071,-69.55645391,1030003
FW08ME013,2008,1,28-Aug-08,St. John River,47.13182679,-67.89810129,1010001
FW08ME016,2008,1,26-Aug-08,St. John River,47.1542792,-68.94424298,1010001
FW08ME017,2008,1,21-Aug-08,East Branch Penobscot River,45.87866622,-68.62034335,1020002
FW08ME018,2008,1,4-Sep-08,Machias River,44.73737623,-67.54984267,1050002
FW08ME020,2008,1,24-Aug-08,Unnamed Creek,46.97555966,-69.37837946,1010001
FW08ME013,2008,2,11-Sep-08,St. John River,47.13182679,-67.89810129,1010001
FW08ME021,2008,1,5-Sep-08,Pleasant River,45.2573317,-68.94965872,1020004
FW08ME022,2008,1,12-Sep-08,Kennebec River,44.42154531,-69.70560359,1030003
FW08ME027,2008,1,18-Sep-08,Androscoggin River,44.00308603,-70.09860987,1040002
FW08ME026,2008,1,15-Sep-08,Kennebec River,44.501094,-69.67614081,1030003
FW08SD004,2008,1,1-Aug-08,White River,43.6967828,-102.1639264,10140202
FW08SD005,2008,2,16-Sep-08,Platte Creek,43.41349596,-98.87786433,10140101
FW08SD005,2008,1,19-Aug-08,Platte Creek,43.41349596,-98.87786433,10140101
FW08SD009,2008,1,22-Aug-08,Bear in the Lodge Creek,43.52786911,-101.7975957,10140202
FW08SD010,2008,1,11-Sep-08,White Shirt Creek,45.7710672,-101.2769944,10130303
FW08SD012,2008,1,29-Jul-08,White River,43.2870233,-102.8174619,10140201
FW08SD016,2008,1,7-Aug-08,Grand River,45.68732336,-101.8394667,10130303
FW08SD020,2008,1,19-Sep-08,Big Creek near Oacoma SD,43.82175326,-99.45185123,10140101
FW08SD021,2008,1,29-Aug-08,Whitewood Creek,44.28504443,-103.7937273,10120202
FW08SD022,2008,1,10-Sep-08,Tributary to High Bank Creek,45.50981053,-101.0847823,10130303
FW08SD025,2008,1,28-Aug-08,Battle Creek,43.78581882,-103.0622408,10120109
FW08SD027,2008,1,6-Aug-08,Grand River,45.72849972,-101.9843776,10130303
FW08SD029,2008,1,4-Sep-08,South Fork Snake Creek,45.00143744,-98.63765863,10160008
FW08SD039,2008,1,24-Sep-08,Oak Creek near Mahto  SD,45.76411077,-100.6831275,10130102
FW08SD023,2008,1,9-Sep-08,Grand River near Little Eagle SD,45.65635515,-100.85083,10130303
FW08SD019,2008,1,30-Jul-08,Porcupine Creek near Sharps Corner,43.38208938,-102.3896031,10140201
FW08SD043,2008,1,12-Sep-08,South Fork Grand River,45.62072484,-102.3781605,10130302
FW08SD041,2008,1,26-Aug-08,Boxelder Creek,44.15643022,-103.2286962,10120111
FW08SD046,2008,1,20-Aug-08,Cheyenne River,43.6071459,-102.9969674,10120109
FW08SD049,2008,1,3-Sep-08,North Fork Whetstone River,45.35231501,-96.70890655,7020001
FW08SD052,2008,1,27-Aug-08,Elm Creek near New Underwood,44.39508619,-102.8050839,10120202
FW08SD054,2008,1,21-Aug-08,Bear in the Lodge Creek,43.64222528,-101.8385385,10140202
FW08SD058,2008,1,31-Jul-08,Porcupine Creek,43.48729998,-102.4814225,10140201
FW08SD063,2008,1,17-Sep-08,Cheyenne River,44.5204035,-101.9940786,10120112
FW08PA035,2008,1,3-Sep-08,West Branch Susquehanna River,40.88571622,-76.80150575,2050206
FW08SD071,2008,1,25-Sep-08,Cottonwood Creek,45.56322755,-101.5487176,10130303
FW08SD061,2008,1,17-Sep-08,Medicine Creek,43.91601196,-99.81948746,10140104
FW08SD057,2008,1,18-Sep-08,Elm Creek near Gann Valley,44.04587612,-99.15812818,10140105
FW08CA001,2008,2,24-Jun-08,Andreas Canyon,33.7605511,-116.5497488,18100200
FW08CA004,2008,1,29-Jul-08,Dry Creek,38.67542306,-121.4471954,18020111
FW08CA004,2008,2,16-Sep-08,Dry Creek,38.67542306,-121.4471954,18020111
FW08CA006,2008,1,31-Jul-08,West Fork Carson River,38.73207634,-119.929254,16050201
FW08CA007,2008,1,23-Jul-08,Alamo Pintado,34.74768352,-120.0540091,18060010
FW08CA010,2008,1,3-Sep-08,Grouse Creek,42.00285652,-122.764264,18010206
FW08CA011,2008,1,21-Aug-08,Long Valley Creek,38.31081734,-119.3439232,16050301
FW08CA012,2008,1,22-Jul-08,Sespe Creek,34.55732876,-119.2497054,18070102
FW08CA013,2008,1,9-Sep-08,M-Line Creek,41.09035702,-124.0858495,18010102
FW08CA016,2008,1,24-Jul-08,Smith Creek,37.32877981,-121.6748984,18050004
FW08CA017,2008,1,19-Aug-08,Big Creek,36.96370514,-119.2314146,18030010
FW08CA075,2008,1,23-Sep-08,Little Schneider Creek,39.90521376,-121.0465597,18020122
FW08ND026,2008,1,1-Jul-08,Deep Creek,46.4179424,-103.5123702,10110203
FW08ND049,2008,2,23-Sep-08,Missouri River,47.28029297,-101.1779302,10130101
FW08ND043,2008,2,30-Sep-08,James River near Ludden ND,45.97889068,-98.16757592,10160003
FW08ND007,2008,1,18-Sep-08,Pembina River,48.92108636,-98.07484771,9020313
FW08RND9033,2008,1,19-Sep-08,Little South Pembina River,48.83914242,-98.00571028,9020313
FW08RND9138,2008,1,21-Sep-08,Willow Creek,48.82919437,-100.0674,9010004
FW08RND010458,2008,1,26-Sep-08,Little Missouri River,46.8942303,-103.5408473,10110203
FW08RND010456,2008,1,28-Sep-08,Little Missouri River,46.25350832,-103.9119487,10110201
FW08RND010460,2008,1,24-Sep-08,Heart Creek,46.77388383,-102.4274817,10130202
FW08ND001,2008,1,20-Aug-08,Cannonball River,46.38958696,-100.8727989,10130206
FW08ND003,2008,1,11-Sep-08,Souris River,48.06337856,-100.9209377,9010003
FW08ND004,2008,1,6-Sep-08,Goose River,47.45974483,-96.87661905,9020109
FW08ND005,2008,1,30-Jul-08,Heart River,46.58915632,-101.733273,10130203
FW08ND005,2008,2,3-Sep-08,Heart River,46.58915632,-101.733273,10130203
FW08ND006,2008,1,6-Aug-08,Little Missouri River,46.90918389,-103.5472657,10110203
FW08ND006,2008,2,29-Sep-08,Little Missouri River,46.90918389,-103.5472657,10110203
FW08ND010,2008,1,21-Jul-08,Spring Creek,47.30457885,-102.1929032,10130201
FW08ND012,2008,1,19-Aug-08,Cedar Creek,46.03088497,-101.6170808,10130205
FW08ND013,2008,1,31-Jul-08,Thirtymile Creek,46.47800388,-102.2405319,10130204
FW08ND015,2008,1,9-Jul-08,Green River,46.99020188,-102.8888491,10130202
FW08ND017,2008,1,17-Jul-08,Spring Creek,47.25584742,-101.8083965,10130201
FW08ND029,2008,1,10-Sep-08,Missouri River,47.97871399,-103.8252868,10110101
FW08ND031,2008,1,12-Sep-08,Maple River,46.76207893,-97.19333858,9020205
FW08ND021,2008,1,23-Jul-08,Knife River,47.12957903,-102.2341885,10130201
FW08ND032,2008,1,23-Jun-08,Badger Creek,46.53464017,-100.4417819,10130102
FW08ND033,2008,1,8-Jul-08,Square Butte Creek,47.04645893,-101.1047038,10130101
FW08ND034,2008,1,30-Jun-08,North Fork Grand River,45.95828509,-103.1202439,10130301
FW08ND035,2008,1,17-Sep-08,Park River,48.43887135,-97.43963034,9020310
FW08ND036,2008,1,5-Aug-08,Cedar Creek,46.05454691,-102.0750985,10130205
FW08ND039,2008,1,16-Sep-08,Turtle River,48.11971126,-97.17403442,9020307
FW08ND040,2008,1,7-Jul-08,Heart River,46.77582075,-101.1706339,10130203
FW08ND028,2008,1,25-Jun-08,Sweetbriar Creek,46.79972003,-101.1068409,10130203
FW08ND022,2008,1,13-Aug-08,Knife River,47.16033766,-102.0420806,10130201
FW08ND024,2008,1,12-Aug-08,Cannonball River,46.22148997,-101.5025463,10130204
FW08ND027,2008,1,15-Sep-08,Goose River,47.50223275,-97.33885713,9020109
FW08ND043,2008,1,7-Sep-08,James River near Ludden ND,45.97889068,-98.16757592,10160003
FW08ND044,2008,1,26-Jun-08,Apple Creek,46.74676239,-100.7427914,10130103
FW08ND049,2008,1,8-Sep-08,Missouri River,47.28029297,-101.1779302,10130101
FW08ND052,2008,1,29-Jul-08,Cannonball River,46.32399426,-101.8133071,10130204
FW08ND055,2008,1,14-Sep-08,Red River,47.25021394,-96.84413008,9020107
FW08ND056,2008,1,17-Jun-08,Hailstone Creek,46.74136434,-101.4838374,10130203
FW08ND057,2008,1,7-Aug-08,Little Missouri River,46.92584336,-103.5406523,10110203
FW08ND060,2008,1,21-Aug-08,Cannonball River,46.27686832,-101.0279655,10130206
FW08ND061,2008,1,10-Sep-08,Yellowstone River,47.84138495,-103.9660803,10100004
FW08ND063,2008,1,13-Sep-08,Sheyenne River,46.70780273,-96.95316023,9020204
FW08NE021,2008,1,14-Aug-08,Middle Loup River,42.09737111,-101.1664848,10210001
FW08NE037,2008,1,24-Jul-08,North Platte River,41.54084738,-102.716022,10180009
FW08NE001,2008,1,11-Aug-08,White River,42.62211054,-103.7163788,10140201
FW08NE010,2008,1,19-Aug-08,South Platte River,41.1442113,-101.212254,10190018
FW08NE012,2008,1,29-Jul-08,Schlagol Creek,42.80279544,-100.5568093,10150004
FW08NE013,2008,1,16-Sep-08,Niobrara River,42.44906515,-102.9989592,10150003
FW08NE014,2008,1,22-Aug-08,Republican River,40.24541171,-99.70082637,10250009
FW08NE017,2008,1,22-Jul-08,Lodgepole Creek,41.25373201,-103.6113821,10190016
FW08NE027,2008,1,19-Aug-08,Brushy Creek,40.62492341,-100.5745606,10250008
FW08NE024,2008,1,30-Jul-08,Leya Paha River,42.94804468,-99.44766538,10150006
FW08NE026,2008,1,12-Aug-08,Niobrara River,42.43358648,-103.6993125,10150002
FW08NE030,2008,1,21-Aug-08,Republican River,40.23519944,-100.3104841,10250004
FW08NE040,2008,1,28-Jul-08,Minnachaduza Creek,42.89817333,-100.4853865,10150004
FW08NE045,2008,1,13-Aug-08,Niobrara River,42.71543719,-102.0301786,10150003
FW08NE056,2008,1,31-Jul-08,Middle Creek East,42.79716483,-100.045521,10150004
FW08NE060,2008,1,15-Sep-08,Unnamed,40.90225697,-96.60625678,10200203
FW08NM001,2008,1,5-Aug-08,San Antonio Creek,35.97105437,-106.604984,13020202
FW08NM002,2008,1,25-Jul-08,Rio Nutrias,36.59767554,-106.5008687,13020102
FW08NM003,2008,1,23-Jul-08,Saladon Creek,36.43580292,-105.2366118,11080002
FW08NM012,2008,1,22-Jul-08,Rio De Las Trampas,36.11060373,-105.7319397,13020101
FW08NM013,2008,1,31-Jul-08,Conchas River,35.37707235,-104.5055536,11080005
FW08NM018,2008,1,29-Jul-08,Unknown,32.36054883,-104.1851762,13060011
FW08NM025,2008,1,2-Aug-08,Gallinas River,35.24331258,-104.910899,13060001
FW08NM061,2008,1,3-Aug-08,Unnamed,36.7888588,-106.240472,13010005
FW08NM064,2008,1,26-Sep-08,Vermejo River,36.79741478,-104.8782854,11080001
FW08NM069,2008,1,1-Aug-08,Sapello River,35.77146238,-105.00735,11080004
FW08NM070,2008,1,4-Aug-08,Unnamed,36.78331081,-108.1187441,14080104
FW08RNM9001,2008,1,29-Sep-08,Ute Creek,35.95104591,-103.6973874,11080007
FW08RNM9002,2008,1,25-Sep-08,Ute Creek,36.22155067,-103.850683,11080007
FW08RNM9004,2008,1,28-Sep-08,Seneca Creek,36.58843762,-103.314843,11100101
FW08RNM9030,2008,1,18-Sep-08,Embudo Creek,36.17931198,-105.8292194,13020101
FW08RNM9049,2008,1,30-Sep-08,Dog Canyon,32.7498344,-105.9116856,13050003
FW08RNM9060,2008,1,20-Sep-08,Rio Grande,36.93108889,-105.7356703,13020101
FW08RNM9081,2008,1,23-Sep-08,Canadian River,35.32355617,-103.9810699,11080006
FW08WI021,2008,1,10-Sep-08,Mississippi River,44.68673685,-92.69128688,7040001
FW08WI021,2008,2,24-Sep-08,Mississippi River,44.68673685,-92.69128688,7040001
FW08WI029,2008,1,17-Sep-08,Mississippi River,42.53136557,-90.6411818,7060005
FW08WI030,2008,1,23-Aug-08,Wisconsin River,43.21793313,-89.82450852,7070005
FW08WI033,2008,1,15-Sep-08,Mississippi River,43.82744814,-91.27192861,7040006
FW08WI053,2008,1,18-Sep-08,Mississippi River,42.65911347,-90.80700842,7060003
FW08WI034,2008,1,14-Aug-08,Wisconsin River--Wausau,44.97807919,-89.63044833,7070002
FW08RWI9225,2008,1,3-Sep-08,Bark River,42.89706733,-88.69353574,7090001
FW08WI031,2008,1,17-Aug-08,Eau Claire River,44.74817047,-91.15140038,7050006
FW08WI022,2008,1,28-Jul-08,Yellow River,44.00669818,-90.05381454,7070003
FW08WI022,2008,2,19-Aug-08,Yellow River,44.00669818,-90.05381454,7070003
FW08WI049,2008,1,16-Sep-08,Mississippi River,43.66726986,-91.25875336,7060001
FW08WI050,2008,1,13-Aug-08,Wisconsin River--Irma,45.36288605,-89.72917242,7070002
FW08WI054,2008,1,21-Aug-08,Kickapoo River,43.30777004,-90.85485053,7070006
FW08RWI9226,2008,1,4-Sep-08,Crawfish River,43.00961079,-88.83345192,7090002
FW08WI036,2008,1,12-Aug-08,Wolf River,45.07959635,-88.62394301,4030202
FW08WI040,2008,1,27-Jul-08,Chippewa River,45.66597866,-91.17972397,7050001
FW08WI041,2008,1,25-Aug-08,Pecatonica River,42.65018029,-90.03286334,7090003
FW08WI044,2008,1,24-Aug-08,Rock River,42.89686692,-88.89542223,7090001
FW08WI046,2008,1,20-Aug-08,Wisconsin River Lewiston,43.56469113,-89.65428031,7070003
FW08WI051,2008,1,16-Aug-08,Red Cedar,44.74756373,-91.9196361,7050007
FW08WI055,2008,1,25-Jul-08,Bad River,46.6064127,-90.68854168,4010302
FW08WI048,2008,1,29-Jul-08,Oconto River,44.88345865,-87.8571994,4030104
FW08RIL2CA08,2008,1,10-Jul-08,Skillet Fork,38.59037209,-88.74802624,5120115
FW08RIL2DJE02,2008,1,21-Aug-08,Coal Creek,40.6577934,-90.23153226,7130005
FW08RIL9002,2008,1,14-Aug-08,Kankakee River,41.2081118,-88.00206506,7120001
FW08RIL2ICE01,2008,1,8-Jul-08,Hutchins Creek,37.51602934,-89.38047036,7140105
FW08KS008,2008,1,9-Sep-08,Arkansas River,37.82360405,-97.46278768,11030010
FW08KS021,2008,1,15-Sep-08,White Rock Creek,39.89780307,-98.15767917,10250016
FW08KS022,2008,1,7-Oct-08,Republican River,39.49522605,-97.2319021,10250017
FW08RIL2AK07,2008,1,9-Jul-08,Lusk Creek,37.50634045,-88.53683713,5140203
FW08KS018,2008,1,19-Aug-08,Rock Creek,39.25252211,-96.32659741,10270102
FW08KS038,2008,1,6-Oct-08,Unnamed,39.28796786,-97.41126277,10260008
FW08KS040,2008,1,22-Sep-08,North Fork Ninnescah River,37.85231964,-97.94179319,11030014
FW08KS042,2008,1,29-Sep-08,Bow Creek,39.55416589,-99.74415093,10260011
FW08KS043,2008,1,2-Sep-08,Dragoon Creek,38.70640167,-95.80726844,10290101
FW08WY008,2008,1,26-Aug-08,Wagonhound Creek,41.65278617,-106.3134826,10180004
FW08WY011,2008,1,29-Aug-08,Deer Creek,42.10979814,-104.6280471,10180011
FW08WY013,2008,1,16-Jul-08,Powder River,44.73307352,-106.1027321,10090202
FW08WY014,2008,1,23-Sep-08,Canyon Creek,41.01544067,-108.8274098,14040109
FW08WY020,2008,1,24-Sep-08,Bitter Creek,41.59625207,-109.1487612,14040105
FW08WY026,2008,1,16-Jul-08,Little Powder River,44.62541989,-105.3017111,10090208
FW08WY030,2008,1,14-Jul-08,Lance Creek,43.34956512,-104.2956885,10120104
FW08WY031,2008,1,27-Aug-08,Fish Creek,41.38215014,-107.2276043,14050003
FW08WY032,2008,1,16-Jun-08,Cow Creek,43.29503619,-104.834503,10120104
FW08WY034,2008,1,7-Aug-08,Clear Creek,44.69584102,-106.338258,10090206
FW08WY038,2008,1,30-Sep-08,Powder River,43.96560817,-106.1714277,10090202
FW08WY042,2008,1,15-Jul-08,Inyan Kara Creek,44.38685019,-104.6773141,10120201
FW08WY050,2008,1,6-Aug-08,Clear Creek,44.80190718,-106.1480005,10090206
FW08WY043,2008,1,2-Oct-08,Laramie River,42.11493928,-104.9851884,10180011
FW08WY046,2008,1,20-Jun-08,Beaver Creek,43.53070043,-104.1010111,10120107
FW08WY051,2008,1,28-Aug-08,Lone Tree Creek,41.03269786,-105.6756102,10180010
FW08WY055,2008,1,25-Aug-08,Little Medicine Bow River,42.13291291,-106.0714873,10180005
FW08WY058,2008,1,18-Jun-08,Cheyenne River,43.51662703,-104.8413716,10120103
FW08WY061,2008,1,1-Oct-08,Willow Creek,43.49247586,-106.6606342,10090203
FW08UT022,2008,1,20-Aug-08,Colorado River,39.08974622,-109.1016351,14030001
FW08UT054,2008,1,19-Aug-08,Colorado River,38.69665707,-109.4113362,14030005
FW08UT001,2008,1,2-Jul-08,Little Weber River,41.27422296,-112.1538854,16020102
FW08UT001,2008,2,27-Aug-08,Little Weber River,41.27422296,-112.1538854,16020102
FW08UT003,2008,1,9-Jul-08,Little Pinto Creek,37.55193806,-113.4090686,16030006
FW08UT005,2008,1,9-Sep-08,Pleasant Creek,38.18237181,-111.1541118,14070003
FW08UT007,2008,1,24-Sep-08,Sevier River,38.33325837,-112.185427,16030001
FW08UT008,2008,1,3-Sep-08,East Fork Smiths Fork,40.89493585,-110.423116,14040107
FW08UT009,2008,1,10-Jul-08,Santa Clara River,37.31864862,-113.7168672,15010008
FW08UT010,2008,1,17-Sep-08,Huntington Creek,39.3616375,-111.043714,14060009
FW08UT011,2008,1,15-Jul-08,South Fork Junction Creek,41.79782893,-113.7101606,17040210
FW08UT012,2008,1,5-Aug-08,Cottonwood Creek,37.95368314,-112.0634114,16030002
